City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ca Mau,9.1769,105.15,89.22,45,100,15.48,VN,1644133314
Olafsvik,64.8945,-23.7142,28.06,66,42,20.38,IS,1644133315
Mogadishu,2.0371,45.3438,82.27,74,40,16.11,SO,1644133315
North Bend,43.4065,-124.2243,48.11,90,0,14.97,US,1644133316
Batken,39.8333,71.0,29.95,75,100,3.36,KG,1644133316
Shache,38.4167,77.2406,33.01,41,100,5.91,CN,1644133317
Anchorage,61.2181,-149.9003,27.86,90,100,1.01,US,1644133317
Shingū,33.7333,135.9833,41.99,52,53,10.69,JP,1644133318
Batagay-Alyta,67.8006,130.4114,-22.76,97,100,2.21,RU,1644133318
Rawson,-43.3002,-65.1023,60.13,56,100,10.69,AR,1644133248
Leshukonskoye,64.8989,45.7622,8.49,89,28,8.88,RU,1644133319
Beloha,-25.1667,45.05,76.14,86,100,24.85,MG,1644133319
Lagoa,39.05,-27.9833,59.32,72,0,19.75,PT,1644133320
Sisimiut,66.9395,-53.6735,-0.65,96,99,4.14,GL,1644133320
Pangnirtung,66.1451,-65.7125,-34.92,88,94,6.15,CA,1644133321
Rosarito,32.3333,-117.0333,55.9,29,4,6.73,MX,1644133321
Tāybād,34.74,60.7756,46.81,69,27,13.02,IR,1644133322
Cairns,-16.9167,145.7667,84.15,65,75,12.66,AU,1644133121
Nantucket,41.2835,-70.0995,24.1,58,0,16.11,US,1644133323
Mastic Beach,40.7668,-72.8521,19.04,60,0,4.0,US,1644133323
Husavik,66.0449,-17.3389,28.31,73,100,21.23,IS,1644133324
Fayaoué,-20.65,166.5333,82.0,81,59,20.62,NC,1644133324
Bang Yai,13.8434,100.3625,97.0,48,98,1.57,TH,1644133325
Kuminskiy,58.6667,66.5667,19.02,85,100,3.49,RU,1644133325
Wyndham,37.6985,-77.6125,25.99,73,0,1.99,US,1644133046
Babushkin,51.7122,105.8647,27.18,82,95,7.0,RU,1644133327
Nome,64.5011,-165.4064,-5.73,65,0,3.44,US,1644133327
Hervey Bay,-25.2986,152.8535,76.01,67,51,8.01,AU,1644133327
Plettenberg Bay,-34.0527,23.3716,79.03,55,0,8.21,ZA,1644133328
Yaan,7.3833,8.5667,78.78,14,8,11.56,NG,1644133328
Selenduma,50.9131,106.2406,15.01,80,96,6.73,RU,1644133329
Santiago,-33.4569,-70.6483,71.85,46,0,3.44,CL,1644133199
Surok,56.4469,48.1214,19.98,93,100,3.42,RU,1644133330
Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,69,75,4.47,RU,1644133211
Laguna,38.421,-121.4238,52.02,81,0,3.44,US,1644133330
Thouars,46.976,-0.2151,47.79,82,98,15.95,FR,1644133331
Boyolangu,-8.1181,111.8935,82.89,79,88,1.45,ID,1644133332
Varhaug,58.6147,5.6457,35.15,84,100,24.49,NO,1644133332
Namwala,-15.7504,26.4384,65.68,98,100,1.03,ZM,1644133333
Kaitangata,-46.2817,169.8464,47.71,72,0,3.71,NZ,1644133333
Santiago del Estero,-27.7951,-64.2615,67.73,63,100,4.79,AR,1644133334
San Jose,37.3394,-121.895,54.57,62,0,4.61,US,1644133171
Seinäjoki,62.7945,22.8282,28.98,74,100,5.99,FI,1644133335
Isla Mujeres,21.2311,-86.731,71.65,85,69,13.73,MX,1644133335
Izberbash,42.5696,47.8645,41.09,55,6,8.25,RU,1644133335
Charters Towers,-20.1,146.2667,85.01,35,15,9.13,AU,1644133055
Chany,55.3121,76.7647,15.69,78,90,9.24,RU,1644133336
Xinzhi,36.4989,111.7047,34.0,50,100,0.76,CN,1644133337
Lusambo,-4.9667,23.45,81.09,69,83,1.05,CD,1644133338
Opuwo,-18.0607,13.84,77.59,29,93,1.54,NA,1644133338
Zheleznodorozhnyy,55.7503,38.0042,14.52,94,100,6.69,RU,1644133339
Zhob,31.3411,69.4481,53.37,39,45,7.47,PK,1644133339
São Desidério,-12.3633,-44.9733,69.28,97,100,2.35,BR,1644133340
Nekā,36.6508,53.299,44.02,93,100,6.91,IR,1644133340
General Roca,-39.0333,-67.5833,63.0,37,70,7.09,AR,1644133341
Kyshtovka,56.555,76.6271,18.86,78,100,10.8,RU,1644133341
Neiafu,-18.65,-173.9833,78.21,81,100,19.06,TO,1644133342
Żychlin,52.244,19.6261,38.16,83,100,20.87,PL,1644133342
Yumen,40.2833,97.2,20.75,53,100,22.46,CN,1644133343
Ulaanbaatar,47.9077,106.8832,10.53,48,40,6.71,MN,1644133343
Leningradskiy,69.3833,178.4167,-22.41,97,15,3.96,RU,1644133344
Kloulklubed,7.0419,134.2556,82.9,78,31,20.87,PW,1644133344
Samarai,-10.6167,150.6667,83.8,76,85,16.08,PG,1644133345
Kieta,-6.2167,155.6333,82.99,81,89,8.03,PG,1644133345
Soe,-9.8607,124.284,75.6,83,100,2.57,ID,1644133346
Palpa,-14.5336,-75.1856,70.84,74,99,2.35,PE,1644133346
Øksfjord,70.2396,22.3479,31.12,84,100,14.47,NO,1644133347
Brae,60.3964,-1.353,39.11,61,88,23.17,GB,1644133347
Fort Nelson,58.8053,-122.7002,6.39,78,100,2.3,CA,1644133237
Ulladulla,-35.35,150.4667,66.87,81,66,12.37,AU,1644133348
Am Timan,11.0297,20.2827,75.61,15,94,11.81,TD,1644133349
Oranjemund,-28.55,16.4333,69.73,72,94,5.41,NA,1644133306
Bulungu,-4.55,18.6,80.6,71,94,2.24,CD,1644133349
Tocantins,-10.5,-48.0,73.69,91,100,1.23,BR,1644133350
La Rioja,42.25,-2.5,33.12,61,0,4.43,ES,1644133350
San Juan,-31.5375,-68.5364,61.18,59,5,1.19,AR,1644133351
Iskateley,67.6803,53.1512,1.27,92,99,10.49,RU,1644133351
Lixouri,38.2019,20.4314,51.8,100,40,0.0,GR,1644133352
Sambava,-14.2667,50.1667,85.8,61,83,6.35,MG,1644133352
Conceição do Araguaia,-8.2578,-49.2647,72.07,96,100,2.68,BR,1644133353
Departamento de Maldonado,-34.6667,-54.9167,65.23,88,100,14.97,UY,1644133353
Ostercappeln,52.35,8.2333,44.26,95,100,26.87,DE,1644133354
Pemberton,50.3164,-122.8027,31.86,96,100,3.06,CA,1644133354
Thinadhoo,0.5333,72.9333,82.67,70,2,11.23,MV,1644133355
Satuk,41.2263,32.3836,35.38,95,100,3.22,TR,1644133355
Zhuhai,22.2769,113.5678,68.72,67,20,6.91,CN,1644133356
Kudahuvadhoo,2.6708,72.8944,82.2,68,58,11.86,MV,1644133356
Shanghai,31.2222,121.4581,45.93,45,0,1.01,CN,1644133357
Springdale,36.1867,-94.1288,32.07,84,0,5.01,US,1644133069
Bitung,1.4451,125.1824,86.85,77,93,12.35,ID,1644133358
Ucluelet,48.9329,-125.5528,42.1,91,98,2.62,CA,1644133358
Krynychky,48.3755,34.467,28.92,85,39,10.47,UA,1644133359
Deputatsky,69.3,139.9,-31.13,100,88,2.62,RU,1644133359
Karabulak,43.3036,44.8964,34.0,37,90,3.85,RU,1644133360
Innisfail,-17.5333,146.0333,78.21,81,30,5.12,AU,1644133361
Parakou,9.3372,2.6303,75.74,17,0,7.92,BJ,1644133361
Nuevo Progreso,23.1667,-97.95,51.48,55,0,5.21,MX,1644133362
Kānke,23.4333,85.3167,69.82,37,5,9.22,IN,1644133362
Nyurba,63.2842,118.3319,-3.23,98,100,4.07,RU,1644133363
Marrakesh,31.6315,-8.0083,57.27,72,40,6.91,MA,1644133264
Marsh Harbour,26.5412,-77.0636,72.36,75,23,9.78,BS,1644133363
Boissevain,49.2306,-100.0559,5.05,97,99,10.85,CA,1644133364
Itoman,26.1247,127.6694,63.37,51,40,13.8,JP,1644133081
Kearney,40.6995,-99.0815,32.56,55,0,10.0,US,1644133079
Banjar,-8.19,114.9675,87.66,76,78,5.59,ID,1644133365
Koutsouras,35.0339,25.9469,59.25,60,4,1.59,GR,1644133365
San Quintín,30.4833,-115.95,54.93,47,0,3.44,MX,1644133199
Dukat,62.55,155.55,-14.93,60,30,2.08,RU,1644133366
Valley City,46.9233,-98.0032,22.19,100,100,8.05,US,1644133366
Pocatello,42.8713,-112.4455,24.71,87,100,8.05,US,1644133367
Orissaare,58.5592,23.0826,35.02,98,100,20.42,EE,1644133367
Bredy,52.4153,60.3411,19.27,87,100,7.56,RU,1644133368
Olenino,56.2092,33.4889,29.59,94,100,8.1,RU,1644133368
Evensk,61.95,159.2333,9.5,54,3,16.4,RU,1644133369
Abu Samrah,35.3029,37.1841,52.27,67,6,14.7,SY,1644133198
Balāngīr,20.7167,83.4833,81.18,14,41,4.9,IN,1644133370
Monte Gordo,37.1819,-7.4523,49.95,80,0,6.44,PT,1644133370
Kerema,-7.9631,145.7785,83.21,75,100,5.21,PG,1644133370
Mazagão,-0.115,-51.2894,77.05,98,100,2.57,BR,1644133371
Oistins,13.0667,-59.5333,75.29,83,40,9.22,BB,1644133186
Gambiran,-6.7988,111.4951,83.34,74,98,14.0,ID,1644133372
Boa Vista,2.8197,-60.6733,78.78,73,75,10.36,BR,1644133373
Puerto Maldonado,-12.6,-69.1833,70.97,99,100,1.68,PE,1644133373
Ambilobe,-13.2,49.05,85.06,68,24,8.5,MG,1644133374
Nhulunbuy,-12.2333,136.7667,77.61,94,100,8.05,AU,1644133374
Port Keats,-14.25,129.55,84.22,69,100,6.35,AU,1644133375
Aykhal,66.0,111.5,-12.59,100,100,3.67,RU,1644133375
Novo Aripuanã,-5.1206,-60.3797,71.85,97,100,1.59,BR,1644133376
Alekseyevka,50.6309,38.6903,27.23,95,100,10.18,RU,1644133376
Santa Cruz Cabrália,-16.2781,-39.0247,73.63,100,75,2.3,BR,1644133377
Ojinaga,29.5667,-104.4167,39.42,41,0,5.75,MX,1644133378
Morehead,37.2711,-87.1764,21.15,96,0,0.0,US,1644133378
Jennings,38.7192,-90.2604,27.21,76,0,1.01,US,1644133378
Puerto Baquerizo Moreno,-0.9,-89.6,73.33,85,89,11.74,EC,1644133351
Qasigiannguit,68.8193,-51.1922,1.65,80,100,6.26,GL,1644133379
Pokhara,28.2333,83.9833,60.08,55,18,5.84,NP,1644133379
Nānākuli,21.3906,-158.1547,75.15,73,0,4.61,US,1644133380
Añisoc,1.8658,10.7689,73.29,84,99,1.32,GQ,1644133381
San Carlos del Zulia,9.0,-71.9135,70.18,97,23,4.81,VE,1644133382
Surgāna,20.5667,73.6167,84.85,16,1,6.42,IN,1644133383
Pakenham,-38.0667,145.4833,82.22,48,0,11.99,AU,1644133384
Chālūs,36.655,51.4204,44.06,81,75,4.61,IR,1644133385
Lata,40.1629,-8.3327,46.06,65,5,5.12,PT,1644133385
Kenai,60.5544,-151.2583,27.03,93,100,13.8,US,1644133386
Haldībāri,26.3333,88.7667,67.71,50,0,2.1,IN,1644133386
Pangani,-5.4333,38.9667,87.03,60,100,4.81,TZ,1644133387
Muroto-misakicho,33.2833,134.15,42.84,44,42,17.72,JP,1644133387
Coahuayana Viejo,18.7333,-103.6833,66.31,84,8,4.7,MX,1644133388
Dzidzantun,21.25,-89.05,69.51,90,81,5.48,MX,1644133389
Roswell,34.0232,-84.3616,35.28,72,0,3.0,US,1644133390
Ishigaki,24.3448,124.1572,62.73,72,75,21.85,JP,1644133390
Mersin Province,36.862,34.6509,51.15,60,51,2.91,TR,1644133391
Margate,51.3813,1.3862,50.31,82,100,11.01,GB,1644133391
Ust'-Ilimsk,58.0006,102.6619,18.07,89,100,8.77,RU,1644133392
Anadyr,64.75,177.4833,-10.7,70,0,6.71,RU,1644133392
Waingapu,-9.6567,120.2641,86.61,67,28,13.38,ID,1644133394
Kulhudhuffushi,6.6221,73.07,80.89,64,37,6.58,MV,1644133395
Cedar City,37.6775,-113.0619,26.4,54,0,4.61,US,1644133395
Powell River,49.8496,-124.5361,43.07,89,100,3.76,CA,1644133396
Khingansk,49.1167,131.1833,-1.82,96,100,5.5,RU,1644133396
Momostenango,15.0436,-91.4086,51.44,100,96,3.11,GT,1644133397
Ayorou,14.7308,0.9174,65.55,15,0,13.04,NE,1644133397
Mauá,-23.6678,-46.4614,73.2,89,100,10.25,BR,1644133398
Abakaliki,6.3163,8.1169,80.08,16,60,12.5,NG,1644133399
Ancud,-41.8697,-73.8203,54.93,92,34,3.13,CL,1644133399
Kargil,34.5667,76.1,10.18,85,98,3.09,IN,1644133400
Amboasary,-25.0333,46.3833,78.64,85,100,24.07,MG,1644133400
Kindu,-2.95,25.95,79.54,68,80,1.48,CD,1644133401
Labuhan,-6.8844,112.2051,82.74,81,100,16.98,ID,1644133401
Padang,-0.9492,100.3543,89.65,77,100,3.71,ID,1644133402
Ratanpur,22.3,82.1667,79.66,14,30,4.05,IN,1644133402
Sumbe,-11.2061,13.8437,78.78,72,100,2.89,AO,1644133403
Aflao,6.116,1.1914,77.13,88,20,2.3,TG,1644133404
Pangody,65.85,74.4859,-15.12,100,100,2.3,RU,1644133404
San Cristobal,7.7669,-72.225,61.45,95,24,2.89,VE,1644133405
Black River,18.0264,-77.8487,73.4,71,0,4.9,JM,1644133405
Boden,65.8252,21.6886,26.6,98,99,4.16,SE,1644133406
Erenhot,43.6475,111.9767,13.86,74,0,9.75,CN,1644133407
Haines Junction,60.7522,-137.5108,24.75,100,100,1.14,CA,1644133407
Chuchar-kana Mandi,31.75,73.8,51.91,39,68,2.26,PK,1644133408
Touros,-5.1989,-35.4608,74.3,74,98,8.39,BR,1644133408
Ubari,26.5921,12.7805,55.62,28,100,12.48,LY,1644133133
Porbandar,21.6422,69.6093,76.98,44,0,5.75,IN,1644133409
Hualmay,-11.0964,-77.6139,68.31,87,97,7.11,PE,1644133410
Angoche,-16.2325,39.9086,84.31,63,21,14.2,MZ,1644133410
Baturaja,-4.1333,104.1667,81.72,84,95,3.18,ID,1644133411
Algarrobo,10.1869,-74.5753,73.94,74,27,7.54,CO,1644133412
Dalvik,65.9702,-18.5286,28.33,89,100,21.52,IS,1644133412
Roquetas de Mar,36.7642,-2.6148,57.61,67,82,11.14,ES,1644133412
Meaford,44.6001,-80.583,17.89,80,100,18.21,CA,1644133413
Sanchursk,56.9413,47.2499,19.6,94,99,4.29,RU,1644133414
Manokwari,-0.8667,134.0833,81.97,74,89,7.07,ID,1644133414
Goderich,43.7501,-81.7165,18.91,79,100,16.11,CA,1644133415
Kumul,42.8,93.45,33.24,22,100,20.67,CN,1644133415
Kalabo,-14.97,22.6814,70.52,83,100,3.98,ZM,1644133416
Oxbow,49.2333,-102.1676,4.95,84,79,10.02,CA,1644133416
Waipawa,-41.4122,175.5153,56.03,81,100,10.65,NZ,1644133417
Adwa,14.1646,38.8955,73.08,29,13,1.86,ET,1644133418
Şuraabad,40.8192,49.4687,44.78,46,8,16.78,AZ,1644133418
Bashtanka,47.4072,32.4387,33.48,73,42,15.21,UA,1644133419
College,64.8569,-147.8028,5.58,80,100,0.0,US,1644133419
Wajir,1.7471,40.0573,85.55,47,100,8.59,KE,1644133420
Pinega,64.7001,43.3936,10.65,94,100,9.01,RU,1644133420
Seguin,29.5688,-97.9647,37.38,78,0,1.01,US,1644133421
Laas,46.6166,10.7002,36.86,52,100,3.6,IT,1644133422
Yulara,-25.2406,130.9889,91.24,13,0,8.05,AU,1644133316
Kondinskoye,59.6481,67.41,18.23,93,97,5.3,RU,1644133423
Alice Springs,-23.7,133.8833,85.55,25,0,5.75,AU,1644133396
Constitución,-35.3333,-72.4167,61.25,67,0,4.88,CL,1644133424
Quelimane,-17.8786,36.8883,84.15,74,40,12.66,MZ,1644133425
Goundi,9.3627,17.366,81.32,14,13,7.96,TD,1644133425
Roald,62.5833,6.1333,36.34,80,40,16.11,NO,1644133426
Puerto Peñasco,31.3167,-113.5333,59.31,37,24,11.63,MX,1644133315
